TM	HITTERS	AB	SO vlhp	BB v lhp	HIT v lhp	OB v lhp	TB v lhp	HR v lhp	BP v lhp	CL v lhp	DP v lhp	SO v rhp	BB v rhp	HIT v rhp	OB v rhp	TB v rhp	HR v rhp	BP v rhp	CL v rhp	DP v rhp	STEALING	STL	SPD	B	H	CA	1B	2B	3B	SS	LF	CF	RF	FIELDING
CHN	"Soler,J"	227	32	8	21.2	32.2	33.1	3.2	6	-12	14	30	22	10.1	35	21.4	3.2	6	-3	12	-/- (---)	E	11	D	D						404		404	lf-4(-1)e4 rf-4e4
TBA	"Souza,S"	430	57	2	18.9	22.9	28.6	3.3	5	-6	9	47	8	21	30.9	32.3	2.5	4	-5	8	*3-7/9 (15-8)	C	14	D	D							406	206	rf-2(-2)e6 cf-4e6
SFN	"Span,D*"	572	5	8	16.5	26.5	22.5	1	w	-8	11	4	8	27.6	37.6	36	1.3	2	-8	11	*3-5/- (15-11)	B	14	A	B							301		cf-3(+1)e1
HOA	"Springer,G"	644	29	19	18.8	40.8	43	5.8	8	-5	9	29	16	19.8	38.8	29.7	1.8	3	-10	10	*2-6/8 (15-6)	D	14	D	C							302	202	rf-2(-3)e2 cf-3e2
MMN	"Stanton,G"	413	37	17	19.8	38.8	51.6	8.8	8	-4	6	41	13	13.8	28.8	37.1	6.6	8	-2	10	-/- (---)	E	12	D	D								306	rf-3(-2)e6
CON	"Story,T"	372	43	17	18.3	38.3	45.5	8.3	8	-6	8	43	7	18.8	28.8	45.8	5	8	-3	15	"*2-6,11/12 (15-10)"	B	15	C	C					317				ss-3e17
CIN	"Suarez,E"	565	31	13	20.9	36.9	39.4	5.5	8	-11	9	28	9	19.1	31.2	27.4	1.3	2	-10	11	"*4,6/- (16-11)"	C	13	D	D				425	433				3b-4e25 ss-4e33
MMN	"Suzuki,I*"	327	21	8	39.4	49.4	47.9	0	w	-3	17	0	8	26.4	36.3	36.3	0.8	w	-3	18	*6/- (19-11)	B	15	C	B						202	302	202	rf-2(-1)e2 cf-3e2 lf-2e2
MNA	"Suzuki,K"	345	12	0	24.1	27.1	38.4	2.3	4	9	26	1	4	20	27	29.4	0	0	9	24	-/- (---)	E	10	D	C	403								"c-4(+2)e3,T-7(pb-0)"
ATN	"Swanson,D"	129	33	14	26.7	40.7	62.3	2.7	4	-5	9	27	4	34.8	38.8	43.2	0.9	1	-10	12	*4/- (20-6)	C	14	C	C					228				ss-2e28
CHN	"Szczur,M"	185	35	0	22.4	23.4	36.7	1.3	1	-10	7	9	7	25.5	33.5	33.3	1.5	1	-10	6	"*2-6,9/7,8,10-12 (15-4)"	D	13	C	D						201	301	201	lf-2(0)e1 rf-2e1 cf-3e1
WAN	"Taylor,M"	221	55	6	20.7	27.7	32.3	3.2	6	-12	4	39	4	14.8	19.8	22.8	0.6	1	-6	4	*4-6/- (19-15)	A	16	C	D						203	203	203	cf-2(-3)e3 rf-2e3 lf-2e3
NYA	"Teixeira,M+"	387	15	23	12.8	36.8	26.2	3	w	-3	12	35	10	9.3	20.3	22.4	3.8	3	-2	14	2/- (20-6)	E	9	D	D		205							1b-2e5
TOA	"Thole,J*"	118	11	15	3.6	20.6	10.5	1.9	3*	0	28	27	11	5.9	18.9	5.9	0	w	-2	29	-/- (---)	E	9	C	C	301								"c-3(+2)e1,T-5(pb-20)"
LAN	"Thompson,T"	236	29	9	12.4	21.3	29.4	3.4	5	0	12	31	15	12.3	27.3	28	4.4	8	-3	11	*6/- (19-11)	B	15	D	D						205	305	205	cf-3(-1)e5 rf-2e5 lf-2e5
LAN	"Toles,A*"	105	22	0	19.7	21.7	29.9	3.4	4	-8	15	26	3	37.3	42.3	58.5	1.5	1	-8	15	"6,7/10 (13-6)"	E	15	D	B						214	314	314	lf-2(-1)e14 rf-3e14 cf-3e14
ARN	"Tomas,Y"	530	26	7	41.1	48.1	78.2	9.5	8	-14	12	29	2	18.5	20.5	36	4	6	-7	26	"5,6/8,9 (13-4)"	D	12	D	D		525				409		409	rf-4(+1)e9 lf-4e9 1b-5e25
SFN	"Tomlinson,K"	106	8	10	30.1	42.1	35.5	0	w	-3	13	10	14	22.1	38.1	22.1	0	w	-3	12	"*4,5/- (19-12)"	B	16	C	C			310	420	472	425			2b-3e10 ss-4e72 3b-4e20 lf-4(+1)e25
NYA	"Torreyes,R"	155	12	14	19	34	19	0	w	2	17	0	1	25.8	27.8	51.1	2	w	3	21	"5,6/- (13-6)"	D	14	C	C			321	312	314			409	3b-3e12 ss-3e14 2b-3e21 rf-4(+2)e9
TOA	"Travis,D"	410	18	0	25.7	25.7	29.8	0.4	0	9	17	20	5	32.4	37.4	46.5	1.2	2	8	16	4/- (16-6)	D	14	D	B			219						2b-2e19
LAA	"Trout,M"	549	15	26	26.3	56.3	39.1	3.6	6	-2	3	23	26	25.9	55.9	44	3.2	6	-2	3	"*5,6/- (18-12)"	A	17	D	D							105		cf-1(-1)e5
BAA	"Trumbo,M"	613	33	3	11.4	15.4	28.1	5.6	8	-4	18	31	10	21.4	32.4	52.2	8.6	8	-6	16	2/- (20-6)	E	11	D	D		408				511		511	rf-5(0)e11 1b-4e8 lf-5e11
HOA	"Tucker,P*"	134	51	0	0	3	0	0	w*	0	11	35	5	10.5	18.5	26.4	2.2	3*	0	10	-/- (---)	E	11	D	D						410		410	lf-4(+1)e10 rf-4e10
TOA	"Tulowitzki,T"	492	16	11	21.3	34.3	29.5	2.8	5	-8	21	17	8	19	29	32.7	3.3	6	-8	21	2/- (20-6)	E	11	D	D					212				ss-2e12
LAN	"Turner,J"	556	13	14	10.3	28.3	17	1.5	1	5	19	14	6	27.7	37.7	51.5	4.5	8	6	21	3/- (16-6)	D	12	D	C		424		211					3b-2e11 1b-4e24
WAN	"Turner,T"	307	19	0	36.8	37.8	52.5	3.4	w	-13	0	14	3	40.4	44.4	67.4	3.6	7	-13	0	"*2-6,11/- (19-15)"	AA	17	D	C			406		421		308		cf-3(-1)e8 2b-4e6 ss-4e21
TOA	"Upton,M"	492	39	12	19.9	32.9	40	6	8	-5	8	39	5	17.9	23.9	25.8	1.8	2	-6	9	*3-6/- (18-14)	A	16	D	D						204	204	304	lf-2(-1)e4 cf-2e4 rf-3e4
DEA	"Upton,J"	570	41	9	14.9	25.9	28.6	3.3	6	-6	15	37	8	17.8	27.8	35	4.3	7	-7	14	"*4,5/- (16-6)"	C	14	D	D						304	404		lf-3(+1)e4 cf-4e4
CLA	"Uribe,J"	238	15	2	8.3	13.3	16.3	2.7	w	-3	19	20	5	12.3	20.3	23.9	2.3	3	-3	18	-/- (---)	E	10	D	C				418					3b-4e18
LAN	"Utley,C*"	512	34	2	6.7	13.6	15.9	1.8	1*	0	0	19	6	23.8	34.8	34.4	1.8	1	0	0	6/12 (13-5)	E	12	D	C			306	437					2b-3e6 3b-4e37
HOA	"Valbuena,L*"	292	25	13	25.9	39.9	36.8	1.8	2	-11	12	31	20	18.6	39.6	34.5	3.3	6	-6	11	4/12 (13-5)	E	10	B	D		305	406	313					3b-3e13 1b-3e5 2b-4e6
OAA	"Valencia,D"	471	18	13	31.2	45.2	48	4	8	-15	19	28	7	27.7	35.7	35.8	1.5	2	-16	24	3/12 (13-5)	E	12	D	D		411		432		403		403	3b-4e32 rf-4(0)e3 1b-4e11 lf-4e3
LAN	"Van Slyke,S"	102	14	0	19.6	29.6	33.8	1.3	1	-5	20	28	0	15.8	25.8	19.5	0	w	-9	20	"*2-6,9/7,8,10-12 (15-4)"	D	12	D	D		430				308	408	308	lf-3(-1)e8 rf-3e8 1b-4e30 cf-4e8
MNA	"Vargas,K+"	152	40	17	24.8	41.8	69	9.8	8*	0	6	51	20	9.6	29.6	26.3	3.8	7*	0	6	-/- (---)	E	9	D	D		406							1b-4e6
BOA	"Vazquez,C"	172	14	18	20.1	40.1	40.6	0	w	-3	10	25	0	16.5	18.5	24.3	1.4	w	-10	13	-/- (---)	E	10	D	B	201								"c-2(-3)e1,T-10(pb-9)"
MLN	"Villar,J+"	589	36	14	28.8	43.8	50.2	3.2	4	-6	6	33	15	24.1	40	34.8	1.6	0	-6	9	"*2-6,12/- (19-15)"	AA	17	A	D			321	350	327				ss-3e27 3b-3e50 2b-3e21
OAA	"Vogt,S*"	490	24	0	13.3	15.3	29.8	2.3	w	0	12	9	5	22.9	29.9	35.4	1.8	4	0	11	-/- (---)	E	11	D	C	303	416							"c-3(0)e3,T-10(pb-0) 1b-4e16"
CIN	"Votto,J*"	556	25	14	32.8	48.8	46.4	2.5	2	-6	19	13	24	28.5	54.5	47.6	4.4	5	-6	13	3/- (18-6)	C	12	D	B		309							1b-3e9
NYN	"Walker,N+"	412	4	9	33.7	42.6	60.8	8.3	8	-10	18	22	9	23	32	33.8	3.6	5	-10	21	4/- (15-6)	D	12	D	C			311						2b-3e11
SDN	"Wallace,B*"	217	29	17	9.5	34.6	10.1	0	w	-5	6	51	12	7.3	27.4	16.4	1.8	3*	0	7	-/- (---)	E	9	D	D		412		527					3b-5e27 1b-4e12
ARN	"Weeks,R"	180	17	16	17.1	38.1	46	6.2	8	-1	23	41	12	12.7	29.7	21.3	1.8	3	-6	20	*5/- (20-11)	B	14	D	D						520		520	lf-5(+1)e20 rf-5e20
WAN	"Werth,J"	525	17	19	27.3	48.3	54.3	6.2	8	-7	21	28	17	12.5	31.5	21.4	1.8	2	-5	25	3/- (17-6)	D	13	D	B						401		401	lf-4(0)e1 rf-4e1
HOA	"White,T"	249	37	5	16.3	23.3	37.3	4.4	7	2	26	24	12	10.7	24.7	17.3	0	0	2	23	2/- (20-6)	E	10	D	D		413	541	437					1b-4e13 2b-5e41 3b-4e37
BAA	"Wieters,M+"	423	21	10	15.4	27.4	20.4	1.6	1	4	19	15	4	19.5	25.5	32.5	3.2	4	5	21	2/- (20-6)	E	9	D	D	206								"c-2(-2)e6,T-15(pb-0)"
SFN	"Williamson,M"	112	39	14	8.7	25.6	26.4	5.8	8	0	21	29	14	15.4	32.4	24.4	3	7	-6	24	2-7/- (3-1)	E	13	D	D						412		312	rf-3(-1)e12 lf-4e12
TBA	"Wilson,B"	228	24	0	24.7	25.7	33.5	2.4	3	9	21	37	3	15.2	19.2	19.4	1.4	2	8	20	-/- (---)	E	9	A	C	301								"c-3(+2)e1,T-10(pb-2)"
CON	"Wolters,T*"	205	24	6	15.4	21.4	20.8	1.8	2	8	5	30	9	21.3	30.3	43.5	2.4	w	8	5	*6/- (18-6)	C	14	C	C	209		412		488				"c-2(-1)e9,T-11(pb-1) 2b-4e12 ss-4e88"
SLN	"Wong,K*"	313	12	3	22	31	28.8	0.8	0	-14	5	9	11	17.3	34.3	33.5	3	w	-8	4	*4/- (20-6)	B	15	D	C			218			415	415	415	2b-2e18 cf-4(+2)e15 lf-4e15 rf-4e15
NYN	"Wright,D"	137	46	26	7.9	33.9	18.1	3.4	6	-2	0	41	27	13.1	40.1	30.5	3.4	5*	0	0	"*3,6,7/12 (15-9)"	C	12	D	D				318					3b-3e18
MMN	"Yelich,C*"	578	27	4	29.4	35.4	36.4	0.3	0	4	26	22	16	25.3	43.3	43.1	3.2	6	4	22	"4,5/- (14-6)"	C	15	D	C						107	207		lf-1(-1)e7 cf-2e7
BOA	"Young,C"	203	21	15	31.4	49.4	58.2	2.3	4	-6	13	26	10	16.8	29.8	32.3	3	5	-5	14	"*2-5,11,12/- (15-11)"	C	13	D	D						301	301	301	lf-3(+1)e1 cf-3e1 rf-3e1
WAN	"Zimmerman,R"	427	10	15	8.3	25.4	22.2	2.8	5*	0	20	28	3	15.8	20.8	24.2	2	3	-9	24	4/- (16-6)	D	13	D	C		306							1b-3e6
CHN	"Zobrist,B+"	523	19	13	29.1	44.1	39.2	0.8	1	-9	21	3	25	17.8	44.8	29.2	2	4	-7	21	7/12 (13-6)	C	14	B	C			310		412	311		311	2b-3e10 rf-3(0)e11 lf-3e11 ss-4e12
SEA	"Zunino,M"	164	36	33	4.8	44.8	19.2	4.8	8*	0	0	55	9	10.1	26.1	32.4	6.4	8*	0	0	-/- (---)	E	10	D	D	201								"c-2(-1)e1,T-7(pb-2)"
