TM	HITTERS	AB	SO vlhp	BB v lhp	HIT v lhp	OB v lhp	TB v lhp	HR v lhp	BP v lhp	CL v lhp	DP v lhp	SO v rhp	BB v rhp	HIT v rhp	OB v rhp	TB v rhp	HR v rhp	BP v rhp	CL v rhp	DP v rhp	STEALING	STL	SPD	B	H	CA	1B	2B	3B	SS	LF	CF	RF	FIELDING
SFN	"Span,D*"	497	4	9	16.5	26.4	22	0	w	8	16	4	6	25.5	32.5	41.6	1.8	3	8	16	"*2-6,11/- (15-12)"	B	14	B	C							403		cf-4(+2)e3
SDN	"Spangenberg,C*"	444	56	0	13.5	15.5	14.9	0.4	0	-6	0	26	7	27.8	36.8	39.7	2.1	3	-6	0	*7/- (18-11)	B	15	B	C			441	424		410			3b-4e24 lf-4(+2)e10 2b-4e41
HOA	"Springer,G"	548	5	23	22.7	49.7	38	4.3	8	-8	12	19	10	23.7	37.7	41.7	4.3	7	-8	15	2-5/8 (13-4)	D	14	D	C							201	201	cf-2(-3)e1 rf-2e1
MMN	"Stanton,G"	597	10	20	28.8	50.8	84.7	15.3	8	0	14	31	14	21.3	37.3	59	11.4	8	0	15	5/12 (13-5)	E	12	D	D								204	rf-2(-3)e4
PIN	"Stewart,C"	131	1	3	4.8	9.8	11.3	0	w*	0	18	11	4	9.6	15.6	14.1	0	w	2	18	-/- (---)	E	8	C	C	304								c-3(0)e4,T-19(pb-3)
CON	"Story,T"	503	49	12	26.5	39.5	63.6	6.4	8*	0	9	49	9	12	22	23.8	2.3	3	1	17	6/- (16-6)	C	15	C	C					214				ss-2e14
CIN	"Suarez,E"	534	28	24	19.4	46.4	37.7	2.8	4	0	16	24	19	18	40	29.1	3	5	-5	17	"4,6/10 (13-5)"	D	12	D	D				210	433				3b-2e10 ss-4e33
TBA	"Sucre,J"	176	13	0	15.1	18.1	41.8	8.9	8	6	26	17	0	24.8	27.8	32.9	1.5	2	6	26	3/- (20-6)	D	9	C	C	203								c-2(-2)e3,T-2(pb-2)
MMN	"Suzuki,I*"	196	15	9	27.6	37.6	35.5	0	w	6	5	11	6	20.3	27.3	21	0.3	0	6	5	6/11 (13-5)	E	14	D	D						202	302	202	rf-2(0)e2 lf-2e2 cf-3e2
ATN	"Suzuki,K"	276	0	4	28.4	42.3	68.2	10.8	8	-5	12	5	2	22	34	38.3	4.5	6	-6	12	-/- (---)	E	10	D	C	402								c-4(0)e2,T-5(pb-4)
ATN	"Swanson,D"	488	25	10	21.8	31.8	29.1	0.2	0	8	9	23	12	14.6	26.5	24.5	2	w	8	8	"4,5/11 (13-5)"	D	13	D	C					224				ss-2e24
SDN	"Szczur,M"	195	19	31	5.4	40.4	9.2	1.3	2	3	2	14	20	15.3	39.3	31	1.3	w	3	3	3-7/- (3-1)	E	13	C	C						203	303	203	lf-2(+1)e3 cf-3e3 rf-2e3
CON	"Tapia,R*"	160	34	1	16	20	28.9	1.3	1	5	15	18	0	31.7	34.7	53.3	2	w	5	15	"*2-5,11,12/- (16-12)"	B	17	D	C						314	414	314	rf-3(-1)e14 lf-3e14 cf-4e14
LAN	"Taylor,C"	514	37	8	29.5	38.5	44.8	1	2	-5	0	27	12	26	39	43.9	3	5	-5	0	"*4,6/- (18-12)"	A	16	D	D			344	437	344	204	304		lf-2(-1)e4 cf-3e4 2b-3e44 ss-3e44 3b-4e37
WAN	"Taylor,M"	399	39	0	30.4	30.4	44.7	2.8	5	-8	4	47	6	20	26	37.4	3	6	0	3	"*2-6,12/- (17-13)"	B	15	C	D							206	206	cf-2(-4)e6 rf-2e6
BAA	"Tejada,R"	113	10	0	27	31	35	0	w	-10	33	0	9	15	28	18.9	0	w	-4	29	-/- (---)	E	12	D	C			413	428	312				ss-3e12 3b-4e28 2b-4e13
MMN	"Telis,T+"	104	0	0	9.1	15.1	24.6	0	w*	0	5	0	0	24.3	30.3	39.2	0	w	-9	5	-/- (---)	E	10	D	C	416	517							"1b-5e17 c-4(+2)e16,T-20(pb-0)"
MLN	"Thames,E*"	469	50	9	5.7	17.7	20.2	4.6	7*	0	8	39	20	15.5	38.5	37.5	4.6	6	0	7	7/- (13-6)	D	11	D	C		410				409		409	1b-4e10 lf-4(+1)e9 rf-4e9
ARN	"Tomas,Y"	166	53	3	14.1	17.1	26.8	2.3	3	1	8	27	10	17	27	40.4	4.1	6	1	6	-/- (---)	E	11	D	D						509			lf-5(+1)e9
SFN	"Tomlinson,K"	194	16	19	23	42	30.5	2.5	w	-10	24	24	9	22.1	31.1	27.6	0	w	-10	28	"*4,5/- (19-12)"	B	15	C	C			329	312	421	411			2b-3e29 3b-3e12 ss-4e21 lf-4(+2)e11
SDN	"Torrens,L"	123	4	0	12.7	14.7	27.5	0	w*	0	25	31	10	3	14.9	3	0	w*	0	22	-/- (---)	E	9	C	B	401								c-4(0)e1,T-15(pb-1)
NYA	"Torreyes,R"	315	4	0	38.9	39.9	41.5	0	w	1	23	4	0	30.5	31.5	43.7	2.5	w	1	23	2/- (20-6)	E	14	C	B			208	210	307			408	2b-2e8 ss-3e7 3b-2e10 rf-4(+2)e8
TOA	"Travis,D"	185	22	0	32.5	34.5	58.5	3.8	6	3	21	17	0	22.3	24.3	38.3	0.5	1	3	21	"*2-6,11,12/- (15-12)"	C	14	D	C			314						2b-3e14
LAA	"Trout,M"	402	9	30	21.6	54.7	34.8	2	2	-12	10	17	26	25.6	54.6	60.8	9.3	8	-6	8	"*4,6/- (19-12)"	A	17	D	D							202		cf-2(-1)e2
BAA	"Trumbo,M"	559	24	3	24.1	27.1	36.1	4	6	-4	18	30	8	15	23	25.2	2	3	-4	17	2/- (20-6)	E	11	D	D		430		537				506	rf-5(0)e6 1b-4e30 3b-5e37
TOA	"Tulowitzki,T"	241	13	3	13.8	17.8	26.4	3	w	-5	29	7	6	25	32	32.8	1.8	3	-12	28	2-5/- (3-1)	E	9	D	D					321				ss-3e21
LAN	"Turner,J"	457	0	17	37.1	62.1	67.4	6.6	8	-10	15	0	12	27.8	47.8	38.8	1.6	2	-11	16	3/- (18-6)	C	12	C	C				212					3b-2e12
WAN	"Turner,T"	412	13	7	18.1	27.1	26.7	0	w	5	5	15	6	27.4	35.4	44.6	1.8	3	5	5	"*2-6,11,12/- (19-15)"	AA	17	D	D					214				ss-2e14
LAA	"Upton,J"	557	22	14	26.3	41.3	71.8	10.9	8*	0	11	41	17	19.2	37.2	39	3.8	6	3	10	"*4,6/- (17-11)"	B	15	D	D						309			lf-3(0)e9
CLA	"Urshela,G"	156	14	0	16.1	16.1	21.1	0	w	6	29	1	5	14.7	19.7	23.4	2	w	6	27	-/- (---)	E	10	D	B		425	362	215	310				3b-2e15 2b-3e62 ss-3e10 1b-4e25
LAN	"Utley,C*"	309	30	8	4.9	18.9	15.4	3	4*	0	4	12	10	17.4	33.3	31.4	1.3	0	1	4	*5/- (19-6)	C	13	D	C		316	313						2b-3e13 1b-3e16
CON	"Valaika,P"	182	33	0	25.9	25.9	61.3	8.3	8	-4	2	37	0	15.4	15.4	37.5	5.8	8	-3	1	-/- (---)	E	14	B	D		425	444	317	410	525			ss-4e10 3b-3e17 2b-4e44 1b-4e25 lf-5(+2)e25
LAA	"Valbuena,L*"	347	24	21	1.5	23.5	5.8	1.5	2*	0	9	36	15	10.3	26.3	30.2	5.6	8*	0	11	2-6/- (3-1)	E	9	D	D		404		322					3b-3e22 1b-4e4
SEA	"Valencia,D"	450	24	20	18.5	39.5	30.9	2.5	3	6	22	32	5	21.8	27.8	30.2	1.5	2	6	24	6/11 (13-5)	E	11	D	D		316		432				403	1b-3e16 rf-4(+1)e3 3b-4e32
MNA	"Vargas,K+"	241	46	17	10.8	29.8	27	2.8	w*	0	24	38	2	23.5	27.5	40.5	4.5	8	-4	22	-/- (---)	E	9	D	D		411							1b-4e11
BOA	"Vazquez,C"	324	8	0	25.3	27.3	38.4	2.4	3	-5	31	17	3	30.4	35.4	44.8	2.3	w	-5	30	*6/- (18-6)	B	11	D	B	206			465					c-2(-4)e6,T-14(pb-6) 3b-4e65
MLN	"Villar,J+"	403	44	8	14.2	22.1	31.1	3.4	w	2	5	43	3	20.9	23.9	29.3	1.9	1	2	6	*3-6/- (18-14)	A	16	B	D			328				425		2b-3e28 cf-4(0)e25
MLN	"Vogt,S*"	279	9	5	6.8	11.8	8.6	0	w	8	2	18	5	16.1	21.1	32.5	3.4	5	8	2	2-5/- (3-1)	E	9	D	D	412					515			c-4(+2)e12,T-8(pb-0) lf-5(+2)e15
SLN	"Voit,L"	114	34	0	19.3	25.3	45.8	6.4	8	6	22	26	8	17.3	31.3	30.4	0.8	1	6	22	-/- (---)	E	10	D	D		411							1b-4e11
CIN	"Votto,J*"	559	8	29	21.1	53.1	41.6	4.8	7	-5	15	1	25	27.5	55.5	44.9	4.2	6	-6	15	2/- (17-6)	D	10	D	B		204							1b-2e4
MLN	"Walker,N+"	385	20	13	12.5	28.5	22.6	0	w	3	15	14	16	21.3	40.3	34.3	3	4	3	13	2-5/- (3-1)	E	12	D	D		417	411	439					2b-4e11 1b-4e17 3b-4e39
WAN	"Werth,J"	252	17	22	14.9	37.8	32.8	2.6	3*	0	8	29	16	11.8	28.8	19.4	2.2	3	-1	8	"*2-6,10/11 (15-8)"	C	12	D	D						410		410	lf-4(+1)e10 rf-4e10
WAN	"Wieters,M+"	422	41	8	14.3	22.3	20.9	2.2	3	3	21	19	5	15.4	20.4	21.2	0.4	0	3	25	2/- (20-6)	E	8	D	C	402								c-4(0)e2,T-12(pb-0)
PHN	"Williams,N*"	313	38	4	27.7	35.7	41	1.8	1	-4	14	38	3	27.7	34.7	43.2	2.5	4	-4	16	"4,5/10-12 (13-3)"	E	13	D	D						304	404	404	rf-4(0)e4 cf-4e4 lf-3e4
CIN	"Winker,J*"	121	6	4	10.7	14.7	20.8	1	1*	0	13	17	16	30.6	46.6	52	5.4	7	-6	12	"4,6/11 (13-6)"	E	10	D	D						407		407	rf-4(+1)e7 lf-4e7
CON	"Wolters,T*"	229	40	7	10	19	10	0	w	0	28	19	12	18.2	32.2	20.8	0	w	0	25	"5,6/- (3-1)"	E	12	D	C	301		411	465					c-3(-3)e1,T-6(pb-3) 2b-4e11 3b-4e65
SLN	"Wong,K*"	354	14	15	23.4	45.3	23.6	0	0	0	4	9	4	26.6	37.7	47.3	2.3	w	0	6	*6/- (18-6)	B	15	C	C			216						2b-2e16
MMN	"Yelich,C*"	602	15	7	25.9	34.8	37.4	1.3	1	2	16	22	17	24.3	43.3	34.5	1.5	3	2	14	*5/- (19-6)	A	16	D	C							201		cf-2(-1)e1
BOA	"Young,C"	243	10	18	10.3	30.3	18.7	1.8	w	0	9	27	13	16	31	31.8	2.4	4	0	8	"4,6/12 (13-6)"	C	13	D	D						301		301	lf-3(+2)e1 rf-3e1
LAA	"Young Jr.,E+"	110	29	11	8.1	32.1	11.9	1.3	1	6	0	31	0	26.5	39.4	38.6	2.5	3	6	0	*2-7/- (19-15)	A	16	B	C						302	402	402	lf-3(+1)e2 cf-4e2 rf-4e2
CLA	"Zimmer,B*"	299	28	2	21.1	26.1	34.1	3	w	-6	13	47	8	16.8	27.8	28.7	1.5	1	-4	9	"*5,6/- (19-13)"	A	17	C	D							202		cf-2(-3)e2
WAN	"Zimmerman,R"	524	13	10	31.4	42.4	65.3	7.6	8	-8	21	26	7	26.4	34.4	47.5	5.2	8	-8	23	2/- (20-6)	E	12	D	C		315							1b-3e15
CHN	"Zobrist,B+"	435	7	11	8.1	20.1	22.8	1.8	w*	0	20	10	13	18.3	32.3	26.1	1.6	3	-6	19	6/11 (13-5)	E	12	D	C			308		412	407		407	2b-3e8 rf-4(+1)e7 lf-4e7 ss-4e12
SEA	"Zunino,M"	387	48	13	16.1	33.2	44.3	9.2	8	-4	9	56	10	18.2	32.2	39.7	4.3	7	-3	4	2/- (20-6)	E	10	D	D	304								c-3(-1)e4,T-8(pb-2)
